uniqueID,eclosion_date,trik_cohort,eclosion_days,well_id,organism,Trikinetics_position,Trik_monitor,Trikinetics_entry_LD_time,Trikinetic_exit_date,Trikinetics_exit_LD_time,notes_2,Free_run_trik_monitor,Free_run_trik_position,Free_run_entry_date,Free_run_entry_time,Free_run_exit_date,Free_run_exit_time,notes_3,cohort day,host,cohort date
2b35,6/17/10,3,43,B1,fly,28,1,16:00,10/14/17,20:10,disturbed to check death 2017-10-20 20:19,4,5,10/14/17,20:10,,,,,,
10o3,6/17/10,3,34,C8,fly,16,2,16:01,9/17/10,9:35,,,,,,,,,,,
10o20,6/17/10,3,34,E1,fly,1,1,16:00,10/14/17,20:10,,4,31,10/14/17,20:10,,,,,,
11o51,6/17/10,3,35,C6,fly,25,2,16:00,10/17/10,14:56,cotton dried up died; frozen,,,,,,,,,,
11o52,6/17/10,3,35,C7,fly,24,1,16:01,11/17/10,15:16,frozen,,,,,,,,,,
12w21,6/17/10,3,36,A10,fly,9,2,16:02,10/14/17,20:10,,4,16,10/14/17,20:10,10/21/17,22:56,,,,
13r8,6/17/10,3,33,A5,fly,13,1,16:02,10/14/17,20:10,,4,30,10/14/17,20:10,,,,,,
13r13,6/17/10,3,33,A9,fly,16,1,16:03,10/14/17,20:10,,4,11,10/14/17,20:10,,,,,,
13r17,6/17/10,3,33,A12,fly,17,2,16:02,10/14/17,20:10,changed water 2017-10-21 22:58,4,32,10/14/17,20:10,,,,,,
13o28,6/17/10,3,31,B6,fly,7,1,16:02,10/14/17,20:10,,4,6,10/14/17,20:10,,,,,,
13o60,6/17/10,3,31,D3,fly,30,1,16:01,10/14/17,20:10,,4,1,10/14/17,20:10,,,,,,
14b13,6/17/10,3,30,B3,fly,30,2,16:02,11/17/10,15:15,frozen,,,,,,,,,,
3w26,7/17/10,4,42,B3,fly,26,1,17:24,10/15/17,20:08,,4,2,10/15/17,20:11,,,,,,
12b3,7/17/10,4,33,A4,fly,3,2,17:25,10/15/17,20:08,disturbed 2017-10-19,4,27,10/15/17,20:11,,,,,,
13o29,7/17/10,4,32,B7,fly,4,1,17:25,10/15/17,20:08,,4,17,10/15/17,20:11,,,,,,
13o45,7/17/10,4,32,C5,fly,13,2,17:26,10/15/17,20:08,,4,25,10/15/17,20:11,10/20/17,20:21,,,,
14r44,7/17/10,4,31,D1,fly,10,1,17:26,10/15/17,20:08,disturbed 2017-10-18,4,3,10/15/17,20:11,,,,,,
13r1,8/17/10,5,33,A1,fly,20,1,11:47,9/17/10,9:35,escaped,,,,,,,,,,
12b6,9/17/10,6,35,A8,wasp,17,1,10:18,10/17/17,20:08,,4,19,10/17/17,20:08,,,,,,
14r35,9/17/10,6,33,C6,fly,16,2,10:18,10/17/17,20:08,,4,12,10/17/17,20:08,,,,,,
16w3,9/17/10,6,31,A7,fly,23,1,10:18,10/17/17,20:08,,4,15,10/17/17,20:08,,,,,,
2b30,10/17/10,7,47,A10,fly,2,1,15:52,10/18/17,20:00,,4,9,10/18/17,20:05,,,,,,
16o8,10/17/10,7,32,G4,fly,11,1,15:53,10/18/17,20:00,,4,4,10/18/17,20:05,,,,,,
16o32,10/17/10,7,32,E2,fly,6,1,15:53,10/18/17,20:00,,4,26,10/18/17,20:05,,,,,,
16w2,10/17/10,7,32,C7,fly,25,2,15:52,10/18/17,17:04,this one dead?,,,,,,,,,,
16w8,10/17/10,7,32,F1,fly,21,2,15:53,10/18/17,20:00,,4,1,10/18/17,20:05,,,,,,
18w16,10/17/10,7,30,F9,fly,19,1,15:54,10/13/17,13:39,frozen,,,,,,,,,,
4w55,11/17/10,8,45,D1,fly,21,1,16:15,10/19/17,20:10,,4,22,10/19/17,20:10,,,,,,
16w22,11/17/10,8,33,C10,fly,20,1,16:15,10/19/17,20:10,,4,16,10/19/17,20:10,,,,,,
18b5,11/17/10,8,31,F5,fly,24,1,16:16,10/19/17,20:10,,4,7,10/19/17,20:10,,,,,,
18w1,11/17/10,8,31,D9,fly,30,2,16:14,10/19/17,20:10,,4,14,10/19/17,20:10,,,,,,
3o41,12/17/10,9,47,B11,fly,28,2,20:21,10/20/17,20:16,,4,28,10/20/17,20:24,,,,,,
3w38,12/17/10,9,47,B10,fly,32,2,20:21,10/20/17,20:16,,3,23,10/20/17,20:24,,,,,,
5w2,12/17/10,9,45,A2,fly,29,2,20:21,10/20/17,20:16,,3,12,10/20/17,20:24,,,,,,
13o11,12/17/10,9,37,A7,fly,1,2,20:21,10/20/17,20:16,,4,24,10/20/17,20:24,,,,,,
18w20,12/17/10,9,32,F7,fly,19,2,20:21,10/16/17,17:46,frozen,,,,,,,,,,
19o28,12/17/10,9,31,G1,fly,31,2,20:21,10/20/17,20:16,disturbed 2017-10-22 to check deaths;20:40,4,25,10/20/17,20:24,,,,,,
4o70,10/13/17,10,47,E4,fly,25,1,14:03,10/16/17,17:48,dead; frozen,,,,,,,,,,
20r4,10/13/17,10,31,F12,fly,2,2,17:33,10/14/17,10:55,not completely eclosed when put in trikinetics,,,,,,,,,,
20b16,10/13/17,10,31,E7,fly,7,2,14:03,10/21/17,22:50,,4,18,10/21/17,22:51,,,,,,
2b39,10/14/17,11,33,B3,fly,23,2,11:22,10/22/17,20:36,,4,16,10/22/17,20:37,,,,,,
3o14,10/14/17,11,33,A9,fly,11,2,11:21,10/22/17,20:36,,3,3,10/22/17,20:37,,,,,,
19o17,10/14/17,11,33,E12,fly,,,,10/14/17,11:21,not put into trikinetics because it died,,,,,,,,,,
2r2,10/15/17,12,34,B6,fly,29,1,10:14,10/19/17,19:03,,,,,,,,,,,
2r41,10/16/17,13,51,C2,fly,2,2,19:37,,,,,,,,,,,,,
4w46,10/16/17,13,50,C7,fly,4,2,19:38,10/18/17,17:09,,,,,,,,,,,
5b31,10/16/17,13,,D8,fly,8,1,19:37,,,,,,,,,,,,,
h4o4,10/16/17,13,6,B11,wasp,1,1,19:37,,,,,,,,,,,,,
h2b25,10/17/17,14,9,G9,wasp,14,1,14:16,,,,,,,,,,,,,
h2b28,10/17/17,14,9,H1,wasp,18,2,14:16,,,,,,,,,,,,,
h4w8,10/17/17,14,7,B4,wasp,14,2,14:17,,,disturbed to check death 2017-10-20,,,,,,,,,,
3w9,10/18/17,15,53,A5,fly,25,1,18:18,,,,,,,,,,,,,
12w55,10/18/17,15,44,C9,fly,25,2,18:18,,,,,,,,,,,,,
14b32,10/18/17,15,42,C2,fly,9,1,18:19,,,,,,,,,,,,,
h2r15,10/19/17,16,11,C10,wasp,10,2,19:38,,,,,,,,,,,,,
h4o10,10/19/17,16,9,E3,wasp,6,2,19:38,,,,,,,,,,,,,
h7o61,10/19/17,16,6,C10,wasp,5,2,19:38,,,,,,,,,,,,,
2b23,10/20/17,17,57,A8,fly,16,2,13:04,,,,,,10/16/17,20:17,,,,,,
2b26,10/20/17,17,57,A9,fly,19,2,13:04,,,2017-10-21 checked tube 18:29 ; ,,,,,,,,,,
3o49,10/20/17,17,55,C3,fly,13,2,13:03,,,,,,,,,,,,,
11o24,10/20/17,17,47,B11,fly,12,2,13:02,,,,,,,,,,,,,
14r25,10/20/17,17,44,B9,fly,20,2,13:05,,,,,,,,,,,,,
16w25,10/20/17,17,42,F7,fly,21,2,13:05,,,,,,,,,,,,,
h5o22,10/20/17,17,9,G9,wasp,22,2,13:06,,,,,,,,,,,,,
h6w21,10/20/17,17,8,E5,wasp,24,2,13:06,10/20/17,17:30,,,,,,,,,,,
h6b8,10/20/17,17,8,H11,wasp,27,2,13:07,,,2017-10-21 disturbed to check death 18:25,,,,,,,,,,
h7r54,10/20/17,17,7,H9,wasp,2,1,13:08,,,,,,,,,,,,,
2r23,10/21/17,18,57,C10,wasp,31,1,19:28,,,,,,,,,,,,,
3o51,10/21/17,18,56,C5,fly,17,1,19:27,,,,,,,,,,,,,
5b25,10/21/17,18,54,D4,fly,26,1,19:28,,,,,,,,,,,,,
13o55,10/21/17,18,46,D2,fly,4,1,19:27,,,,,,,,,,,,,
14b3,10/21/17,18,45,A3,fly,1,2,19:27,,,,,,,,,,,,,
h2r23,10/21/17,18,13,C10,wasp,31,2,17:28,,,,,,,,,,,,,
h6b11,10/21/17,18,9,C4,wasp,19,1,19:28,,,,,,,,,,,,,
4o12,10/22/17,19,58,A8,fly,12,1,10:16,,,,,,,,,,,,,
5b8,10/22/17,19,55,C9,fly,24,1,10:16,,,,,,,,,,,,,
10w53,10/22/17,19,50,B11,fly,6,1,10:17,,,disturbed for water 2017-10-23;11:39,,,,,,,,,,
12w1,10/22/17,19,50,A1,fly,28,1,10:17,,,,,,,,,,,,,
h2b12,10/22/17,19,14,F9,wasp,10,1,10:16,,,,,,,,,,,,,
h4o12,10/22/17,19,27,A8,fly,12,1,10:16,,,,,,,,,,,,,
h6b30,10/22/17,19,10,C3,wasp,29,1,10:16,,,,,,,,,,,,,
4o15,10/23/17,20,57,A10,fly,29,2,11:00,,,,,,,,,,,,,
5w63,10/23/17,20,25,B11,fly,9,2,10:56,,,,,,,,,,,,,
5w73,10/23/17,20,25,C5,fly,11,2,10:58,,,,,,,,,,,,,
14b35,10/23/17,20,47,C5,fly,24,2,11:00,,,,,,,,,,,,,
19o26,10/23/17,20,42,B2,fly,23,2,10:59,,,,,,,,,,,,,
4w1,10/24/17,21,58,A2,fly,,,,,,lost; flew away,,,,,,,,,,
4w56,10/24/17,21,58,D3,fly,27,2,10:29,10/25/17,9:54,,,,,,,,,,,
10w54,10/24/17,21,52,B12,fly,31,2,10:28,,,changed water 2017-10-26 10:59,,,,,,,,,,
10o73,10/25/17,22,54,F1,fly,3,1,9:49,,,,,,,,,,,,,
12w3,10/25/17,22,52,A3,fly,32,2,9:49,,,,,,,,,,,,,
12w74,10/25/17,22,52,D7,fly,23,1,9:50,,,,,,,,,,,,,
19o7,10/25/17,22,44,B8,fly,1,1,9:52,,,,,,,,,,,,,
3w15,10/26/17,23,61,A10,fly,27,1,10:18,,,,,,,,,,,,,
4o73,10/26/17,23,60,E7,fly,15,2,10:18,10/29/17,9:15,,,,,,,,,,,
13r42,10/26/17,23,51,C2,fly,18,1,10:19,,,,,,,,,,,,,
16w21,10/26/17,23,48,B1,fly,2,2,10:19,,,,,,,,,,,,,
14b9,10/27/17,24,51,A10,fly,5,2,11:52,,,,,,,,,,,,,
2b3,10/28/17,25,64,A1,fly,8,1,3:34,,,,,,,,,,,,,
2b33,10/28/17,25,64,A12,fly,9,1,3:34,,,changed water 2017-10-31 11:10 ,,,,,,,,,,
5w42,10/28/17,25,61,B4,fly,10,2,3:34,,,,,,,,,,,,,
10w15,10/28/17,25,56,A6,fly,12,2,3:34,,,,,,,,,,,,,
11w26,10/28/17,25,57,A6,fly,25,2,3:34,,,,,,,,,,,,,
13r56,10/28/17,25,53,D1,fly,30,2,3:34,,,,,,,,,,,,,
h3o24,10/28/17,25,19,F10,wasp,4,1,3:34,,,,,,,,,,,,,
h4o2,10/28/17,25,18,F4,wasp,2,1,3:34,,,,,,,,,,,,,
h7o51,10/28/17,25,15,A11,wasp,25,1,3:34,,,,,,,,,,,,,
4o55,10/29/17,26,63,D4,fly,6,2,11:52,,,,,,,,,,,,,
5w25,10/29/17,26,62,A11,fly,14,2,9:36,,,,,,,,,,,,,
18b4,10/29/17,26,49,F2,fly,21,2,9:36,,,,,,,,,,,,,
h10b4,10/30/17,27,31,A1,fly,26,2,10:42,,,,,,,,,,,,,
4o37,10/31/17,28,60,C3,fly,31,2,10:40,,,,,,,,,,,,,
4o61,10/31/17,28,59,D9,fly,28,1,10:41,,,changed water 217-10-31 11:11 ,,,,,,,,,,
h8w4,10/31/17,28,32,F2,fly,12,1,10:39,,,,,,,,,,,,,
h8o14,10/31/17,28,32,G8,fly,6,1,10:40,,,changed water 2017-10-31 11:13-11:15 ,,,,,,,,,,
5w64,1/17/11,29,65,B12,fly,1,1,,5/17/11,,,,,,,,,,,,
10w33,1/17/11,29,61,B5,fly,24,2,,,,,,,,,,,,,,
10o38,1/17/11,29,61,E3,fly,19,2,,,,,,,,,,,,,,
10o75,1/17/11,29,61,F3,fly,30,2,,,,,,,,,,,,,,
12b32,1/17/11,29,58,B8,fly,21,1,,,,,,,,,,,,,,
18b26,1/17/11,29,52,C5,fly,17,1,,4/17/11,,,,,,,,,,,,
h8o5,1/17/11,29,34,E1,fly,27,2,,,,,,,,,,,,,,
h8o12,1/17/11,29,34,C10,fly,19,1,,,,,,,,,,,,,,
4w30,2/17/11,30,68,B9,fly,23,2,,,,,,,,,,,,,,
10w34,2/17/11,30,62,B6,fly,4,1,,,,,,,,,,,,,,
10o62,2/17/11,30,61,E11,fly,31,1,,6/17/11,,,,,,,,,,,,
14b18,2/17/11,30,57,B5,fly,10,1,,9/17/11,,,,,,,,,,,,
h8w6,2/17/11,30,34,D12,fly,28,2,,,,,,,,,,,,,,
2r48,3/17/11,31,70,C3,fly,2,2,,,,,,,,,,,,,,
5w30,3/17/11,31,67,B1,fly,4,2,,,,,,,,,,,,,,
5w75,3/17/11,31,67,C6,fly,7,2,,4/17/11,,,,,,,,,,,,
h4w10,3/17/11,31,70,A7,fly,9,2,,,,,,,,,,,,,,
4w76,4/17/11,32,69,E6,fly,26,1,,,,,,,,,,,,,,
5w53,4/17/11,32,68,B7,fly,32,2,,,,,,,,,,,,,,
10w56,4/17/11,32,63,C1,fly,1,1,,,,,,,,,,,,,,
14r14,5/17/11,33,60,B2,fly,3,1,,,,,,,,,,,,,,
19r7,5/17/11,33,55,D4,fly,3,2,,6/17/11,,,,,,,,,,,,
4o25,6/17/11,34,71,B6,fly,3,2,,,,,,,,,,,,,,
4w27,6/17/11,34,71,B7,fly,5,2,,,,,,,,,,,,,,
12w43,7/17/11,35,65,C1,fly,25,2,,,,,,,,,,,,,,
16w1,7/17/11,35,62,H7,fly,15,1,,,,,,,,,,,,,,
3o40,9/17/11,36,75,B9,fly,2,1,,,,,,,,,,,,,,
5w57,9/17/11,36,73,B9,fly,24,1,,,,,,,,,,,,,,
11w25,9/17/11,36,68,A5,fly,7,2,,,,,,,,,,,,,,
16o15,9/17/11,36,62,H12,fly,30,1,,,,,,,,,,,,,,
16o31,9/17/11,36,62,G2,fly,11,2,,,,,,,,,,,,,,
16w7,9/17/11,36,62,B2,fly,17,1,,,,,,,,,,,,,,
11o24,9/17/11,36,67,B11,fly,14,1,,,,,,,,,,,,,,
11o3,10/17/11,37,68,B6,fly,12,2,10:58,11/14/17,10:15,cotton dry ,,,,,,,,,,
14r56,10/17/11,37,65,D11,fly,10,2,10:58,,,,,,,,,,,,,
5b14,11/17/11,38,75,D1,fly,20,1,10:09,11/15/17,9:47,cotton dry ,,,,,,,,,,
10o52,11/17/11,38,70,E8,fly,10,1,10:09,,,changed water: 2017-11-15 10:17,,,,,,,,,,
skipped cohort,11/17/11,38,73,G6,fly,22,2,10:11,,,,,,,,,,,8,Apple,8/31/17
skipped cohort,11/17/11,38,72,B5,fly,8,1,10:12,11/13/17,11:03,,,,,,,,,9,Apple,1/17/09
12b53,12/17/11,39,69,C8,fly,2,2,12:57,11/15/17,9:50,,,,,,,,,,,
13r28,12/17/11,39,68,B4,fly,4,2,12:57,,,,,,,,,,,,,
18b28,11/13/17,39,64,E11,fly,14,2,11:08,,,,,,,,,,,,,
h8o2,11/13/17,39,45,B10,fly,6,2,11:08,11/16/17,10:07,changed water: 2017-11-15 10:19; stuck on food ,,,,,,,,,,
skipped cohort,11/13/17,39,75,E7,fly,18,2,11:08,,,,,,,,,,,7,Apple,8/30/17
skipped cohort,11/13/17,39,74,C2,fly,9,2,11:08,,,,,,,,,,,9,Apple,1/17/09
11o38,11/14/17,40,72,C5,fly,1,1,10:11,,,changed water 2017-11-16 10:18,,,,,,,,,,
18w9,11/14/17,40,65,A10,fly,7,1,10:11,,,,,,,,,,,,,
h5o3,11/14/17,40,34,D8,fly,29,2,10:12,,,,,,,,,,,,,
13o42,11/15/17,41,71,C3,fly,27,1,9:46,,,,,,,,,,,,,
16w5,11/15/17,41,70,G5,fly,4,1,9:46,,,,,,,,,,,,,
14r12,11/16/17,42,71,B1,fly,32,2,10:00,,,,,,,,,,,,,
h10r4,11/16/17,42,47,G8,fly,27,2,10:01,,,,,,,,,,,,,
skipped cohort,11/16/17,42,55,C4,fly,20,2,10:00,,,,,,,,,,,1,Haw,9/22/17
skipped cohort,11/16/17,42,78,E5,fly,12,1,10:01,,,,,,,,,,,8,Apple ,8/31/17
skipped cohort,11/16/17,42,77,A11,fly,8,1,10:01,,,,,,,,,,,9,Apple,1/17/09
3w20,11/19/17,43,75,A12,fly,23,1,9:40,,,,,,,,,,,,,
11w10,11/19/17,43,78,A2,fly,10,1,9:40,,,,,,,,,,,,,
18b14,11/20/17,44,71,G5,fly,5,2,13:24,,,,,,,,,,,,,
h8o16,11/20/17,44,52,A7,wasp,12,2,13:24,,,,,,,,,,,,,
h9w4,11/20/17,44,51,E12,wasp,30,1,13:25,,,,,,,,,,,,,
14b44,11/21/17,45,79,D2,fly,3,2,12:04,,,,,,,,,,,,,
18w17,11/22/17,46,72,E2,fly,4,2,14:34,,,,,,,,,,,,,
12w4,11/26/17,,84,A5,fly,25,2,12:32,11/28/17,9:33,"stuck on food, 2017-11-27: disturbed to check for death 10:12",,,,,,,,,,
14b39,11/26/17,,84,C9,fly,27,2,12:32,,,2017-11-30 changed water,,,,,,,,,,
h9o4,11/26/17,,57,A2,fly,30,2,12:32,,,2017-11-30 changed water,,,,,,,,,,
12b70,11/27/17,,84,D5,fly,6,2,11:20,,,,,,,,,,,,,
4w37,11/28/17,,90,B12,fly,1,1,9:30,,,,,,,,,,,,,
h2r29,11/29/17,,68,D5,fly,8,1,10:02,,,disturbed to correct tape 2017-11-29 10:35 ,,,,,,,,,,
h4w2,11/29/17,,66,G1,fly,19,1,10:03,,,disturbed to correct tape 2017-11-29 10:35 ,,,,,,,,,,
3o19,11/30/17,,96,,,,,,,,eclosed but dead 2017-11-30,,,,,,,,,,
14b30,1/17/12,,90,C1,fly,3,2,10:36,,,,,,,,,,,,,
h2b1,2/17/12,,71,H9,fly,31,2,9:59,,,changed water 2017-12-04 10:42,,,,,,,,,,
h5o21,2/17/12,,67,F2,fly,32,2,9:59,,,changed water 2017-12-05 9:41 ,,,,,,,,,,
h4o17,3/17/12,,100,E10,wasp,11,1,9:26,,,,,,,,,,,,,
h11w8,4/17/12,,64,D2,fly,3,2,10:38,,,,,,,,,,,,,
h3w4,9/17/12,,76,C10,fly,14,2,19:58,,,,,,,,,,,,,
h8o13,9/17/12,,62,A4,fly,20,2,19:58,,,,,,,,,,,,,
14b29,10/17/12,,99,B11,fly,26,2,18:22,,,,,,,,,,,,,
h5r9,12/17/12,,77,B12,fly,27,2,17:05,,,,,,,,,,,,,
h5o18,12/13/17,,78,H4,fly,26,2,13:35,,,,,,,,,,,,,
h6b24,12/17/17,,66,D8,fly,32,2,14:21,,,,,,,,,,,,,
18b23,12/18/17,,111,H3,fly,30,2,13:56,,,,,,,,,,,,,
h2b32,12/18/17,,83,B6,fly,11,2,13:56,,,,,,,,,,,,,
5b1,11/18/02,,,B8,fly ,24,1,18:59,,,,,,,,,,,,,
5w26,2/13/18,,19,A9,fly,26,1,13:56,,,,,,,,,,,,,
h4o13,2/26/18,,154,D10,fly,31,2,13:23,,,,,,,,,,,,,
4o31,1/18/03,,186,B10,fly,27,2,11:49,,,,,,,,,,,,,
3o50,5/18/03,,41,D3,fly,9,2,11:45,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
4w50,3/6/18,,41,C1,fly,4,2,8:49,,,,,,,,,,,,,
4o69,3/7/18,,42,D3,fly,31,1,12:35,,,,,,,,,,,,,
5w17,3/7/18,,41,A7,fly,16,2,12:35,,,,,,,,,,,,,
2b47,3/8/18,,45,B4 ,fly,18,2,13:01,,,,,,,,,,,,,
3w5,3/8/18,,44,A5,fly,25,2,13:01,,,,,,,,,,,,,
5w24,3/9/18,,43,A8,fly,1,2,12:58,,,,,,,,,,,,,
3o56,3/9/18,,45,D8,fly,14,2,12:58,,,,,,,,,,,,,
11o10,3/9/18,,37,C5,fly,32,2,12:58,,,,,,,,,,,,,
2b9,3/11/18,,49,A4,fly,27,1,21:21,3/19/18,,,,,,,,,,,,
2b27,3/11/18,,49,A9,fly,20,2,21:20,3/19/18,,,,,,,,,,,,
2r1,3/11/18,,49,B7,fly,10,1,21:20,3/19/18,,,,,,,,,,,,
2r22,3/11/18,,49,C7,fly,7,1,21:19,3/19/18,,,,,,,,,,,,
3o24,3/11/18,,48,B9,fly,31,1,21:19,3/19/18,,,,,,,,,,,,
4w39,3/11/18,,47,B4,fly,25,1,21:17,3/19/18,,,,,,,,,,,,
4w44,3/11/18,,47,B8,fly,29,2,21:17,3/19/18,,,,,,,,,,,,
5b21,3/11/18,,46,C3,fly,16,1,21:16,3/19/18,,,,,,,,,,,,
5b36,3/11/18,,46,C6,fly,19,1,21:15,3/19/18,,,,,,,,,,,,
2b34,3/12/18,,50,A10,fly,2,1,20:05,3/20/18,,,,,,,,,,,,
4o20,3/12/18,,48,A8,fly,22,2,20:05,3/20/18,,,,,,,,,,,,
4o68,3/12/18,,48,D1,fly,17,1,20:06,3/20/18,,,,,,,,,,,,
4o3,3/13/18,,49,A1,fly,8,1,14:48,3/21/18,,,,,,,,,,,,
4o33,3/13/18,,49,B3,fly,11,1,14:48,3/21/18,,,,,,,,,,,,
4w70,3/13/18,,49,C11,fly,8,2,14:48,3/21/18,,,,,,,,,,,,
11w36,3/13/18,,42,A12,fly,12,1,14:47,3/21/18,,,,,,,,,,,,
12b4,3/13/18,,41,A1,fly,24,1,14:27,3/21/18,,,,,,,,,,,,
12w57,3/13/18,,41,D1,fly,2,2,14:46,3/21/18,,,,,,,,,,,,
